subject_id,condition,label,condition_mapping,filename,relative_path,num_channels,channel_names,sampling_frequency_hz,sample_count,duration_sec,expected_duration_sec,duration_matches_expected,raw_header_highpass_hz,raw_header_lowpass_hz,reference_metadata,file_sha256,expected_4s_50pct_windows_from_header
Subject16,arithmetic,1,_2_mental_arithmetic,Subject16_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject16_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",451eea5902ab279785fa98d474837c97ba2bc389b4b46f914a408555744b1774,30
Subject17,rest,0,_1_rest_background,Subject17_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject17_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,91000,182.0,180.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",cc6be6007c4e029ee7d32b754fa07d1f514db9e8dce82a167b99af45caab7610,90
Subject17,arithmetic,1,_2_mental_arithmetic,Subject17_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject17_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.5,45.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.5, ""lowpass_hz"": 45.0}",9c9a0cbf89ed1152244b7c3d191c584cd59d3d99ff067e1610010d805cee62af,30
Subject18,rest,0,_1_rest_background,Subject18_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject18_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,91000,182.0,180.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",ba4323db350812274637dafd018c5563ad8f46d8fc302ef0e3be0c5b6a4016a8,90
Subject18,arithmetic,1,_2_mental_arithmetic,Subject18_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject18_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",5d8425c622e33be4990c4e1c91bb8411f448a9594393ee46738d96b23dfb7646,30
Subject19,rest,0,_1_rest_background,Subject19_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject19_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,91000,182.0,180.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",7cd2b2609e184c777b613b8522ae44f84396d9eedcf857821ba535c701f88a83,90
Subject19,arithmetic,1,_2_mental_arithmetic,Subject19_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject19_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",e9c53b3bb46cbbfef45cfed8d56d67a2d145f16babaa65e6eb0f1284958fc9c2,30
Subject20,rest,0,_1_rest_background,Subject20_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject20_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,91000,182.0,180.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",d3f5eea33d1f0fbf6483a38bd9fbd929ef32bd9266a6e9c6c0a883520f9bd5ee,90
Subject20,arithmetic,1,_2_mental_arithmetic,Subject20_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject20_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",f726b0b9bfd3a3300819f111af0f3f28151db03fe84f3b4531d8334b55333fd4,30
Subject21,rest,0,_1_rest_background,Subject21_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject21_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,91000,182.0,180.0,False,0.5,45.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.5, ""lowpass_hz"": 45.0}",77e3e122db2e1d8a302c125c23c63e0fe19f7c9850118f6215213a8e3331b4ad,90
Subject21,arithmetic,1,_2_mental_arithmetic,Subject21_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject21_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.5,45.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.5, ""lowpass_hz"": 45.0}",036cf82700fc3a635b390d4e72cb5ab3a93321bf8024d33bae963f4d6ac826dd,30
Subject22,rest,0,_1_rest_background,Subject22_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject22_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,91000,182.0,180.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",656b1b96f5aa8118e3412ef816b918a085a38c29379a25fa4ecc862bd481684f,90
Subject22,arithmetic,1,_2_mental_arithmetic,Subject22_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject22_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.5,45.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.5, ""lowpass_hz"": 45.0}",814190dabd5a01f6532f9229458acd8e2fe995ae9a6e790109dd638c9eb46d92,30
Subject23,rest,0,_1_rest_background,Subject23_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject23_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,91000,182.0,180.0,False,0.5,45.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.5, ""lowpass_hz"": 45.0}",66204fb1ded55bf94a11f2fc33be3f2e54d2b0cac3663b4b1210a4deeaa97049,90
Subject23,arithmetic,1,_2_mental_arithmetic,Subject23_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject23_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.5,45.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.5, ""lowpass_hz"": 45.0}",ff7679c7e2af46a6ba16323c3239b461bbffce0672cfaaca746e721b18bb47bd,30
Subject24,rest,0,_1_rest_background,Subject24_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject24_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,91000,182.0,180.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",8fc47eb62b9c3cfbf378996631023a699f1c116dc09d300e45d6e78660d16309,90
Subject24,arithmetic,1,_2_mental_arithmetic,Subject24_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject24_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",06fbe6d6858f20bad550d379f80cea24e4758b4c858c0802e3cb076ecfeb70b6,30
Subject25,rest,0,_1_rest_background,Subject25_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject25_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,91000,182.0,180.0,False,0.5,45.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.5, ""lowpass_hz"": 45.0}",034d43d65ba88c9ae8006ef2f143a0b2e8b9c398b31b3b3d04c50820e385b27f,90
Subject25,arithmetic,1,_2_mental_arithmetic,Subject25_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject25_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.5,45.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.5, ""lowpass_hz"": 45.0}",249da1cdf89e86bc94dcc7c7e15327b4be1ec57af101afbe54fc225862362933,30
Subject26,rest,0,_1_rest_background,Subject26_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject26_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,91000,182.0,180.0,False,0.5,45.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.5, ""lowpass_hz"": 45.0}",aea2dbcb71f24ba64abbed986a52911641c464f41b4a0f0ec17f887c5d1e32a2,90
Subject26,arithmetic,1,_2_mental_arithmetic,Subject26_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject26_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.5,45.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.5, ""lowpass_hz"": 45.0}",327d6dba1a7a9afbfab376cfd62d0af8f57e875d66020bfcdf67be384376cb1b,30
Subject27,rest,0,_1_rest_background,Subject27_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject27_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,91000,182.0,180.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",4da0de4c55117b3471f177ac63a91a40eacc55c954decbe93d1012c60635b7ac,90
Subject27,arithmetic,1,_2_mental_arithmetic,Subject27_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject27_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",0261aa7b798e43d06405349a499c96fb5fe2cdaaa0c150c1e3c0ab3bd70575f9,30
Subject28,rest,0,_1_rest_background,Subject28_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject28_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,91000,182.0,180.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",91482e34abc5832a4cee054d83698c87a717d0b2a5b82a18841adc5dc1ca9a24,90
Subject28,arithmetic,1,_2_mental_arithmetic,Subject28_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject28_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",2585a5fa2b1288eb4924aec00d430e7456b3f0dab77363099476d67c8f0d35e1,30
Subject29,rest,0,_1_rest_background,Subject29_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject29_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,91000,182.0,180.0,False,0.5,45.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.5, ""lowpass_hz"": 45.0}",3c89cf82670f3441fb0e9fa8fb67b7861914f28fb9b8cf01d750ff6e8ab70e50,90
Subject29,arithmetic,1,_2_mental_arithmetic,Subject29_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject29_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.5,45.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.5, ""lowpass_hz"": 45.0}",6c3817cba4fd98ae1b42b914fcce96796184ac7c3484ad1e9cfeb0ad89bda61f,30
Subject30,rest,0,_1_rest_background,Subject30_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject30_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,91000,182.0,180.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",3c0be4bb0770d56ae2f138e733c7d533c6d4de3635c7b8b5ac597f90aa9f5ec1,90
Subject30,arithmetic,1,_2_mental_arithmetic,Subject30_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject30_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",cedd6ea81919a70aabf16da09a9553a0b1c8ea59f844089c3b8c5573936a4321,30
Subject31,rest,0,_1_rest_background,Subject31_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject31_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,40000,80.0,180.0,False,0.5,45.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.5, ""lowpass_hz"": 45.0}",b34b2a26dcb5183b990ccad6d708353713206649733ace6a4f217f62c8fd1672,39
Subject31,arithmetic,1,_2_mental_arithmetic,Subject31_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject31_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",2a1e9617bf8db8205884241f0587adb26e9c3d262be53fc01a561c706f487054,30
Subject32,rest,0,_1_rest_background,Subject32_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject32_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,91000,182.0,180.0,False,0.5,45.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.5, ""lowpass_hz"": 45.0}",f49446c61f98c31e297f5da7fc488989ce1d71285802041c8a4b7bc06dab3489,90
Subject32,arithmetic,1,_2_mental_arithmetic,Subject32_2.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject32_2.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,31000,62.0,60.0,False,0.0,250.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.0, ""lowpass_hz"": 250.0}",9af326b483841a3a13213c201985bab7acb8ec43964af7cea6a93de68a415b2c,30
Subject33,rest,0,_1_rest_background,Subject33_1.edf,data/raw/eegmat/eeg-during-mental-arithmetic-tasks-1.0.0/Subject33_1.edf,21,"[""EEG Fp1"", ""EEG Fp2"", ""EEG F3"", ""EEG F4"", ""EEG F7"", ""EEG F8"", ""EEG T3"", ""EEG T4"", ""EEG C3"", ""EEG C4"", ""EEG T5"", ""EEG T6"", ""EEG P3"", ""EEG P4"", ""EEG O1"", ""EEG O2"", ""EEG Fz"", ""EEG Cz"", ""EEG Pz"", ""EEG A2-A1"", ""ECG ECG""]",500.0,91000,182.0,180.0,False,0.5,45.0,"{""custom_ref_applied"": 0, ""description"": null, ""highpass_hz"": 0.5, ""lowpass_hz"": 45.0}",e05cf658e1ae91007f82cadfe024575fc13fe4d1f582da8bc8e3390c04c28640,90
